FID,CID,x,y,lslpts
537,0,2660337.178640000056475,1139953.010689999908209,0
538,0,2661110.536619999911636,1139868.845620000036433,0
539,0,2658123.044600000139326,1138476.480119999963790,0
540,0,2661726.090009999927133,1140678.573379999957979,0
541,0,2658089.245219999924302,1138673.759009999921545,0
542,0,2657305.759200000204146,1137234.459250000072643,0
543,0,2659343.260319999884814,1139100.398529999889433,0
544,0,2657733.215429999865592,1139433.345740000018850,0
545,0,2660176.252160000149161,1139553.614910000003874,0
546,0,2662014.407139999791980,1141341.544269999954849,0
547,0,2657119.332979999948293,1139309.104770000092685,0
548,0,2661111.614269999787211,1139517.970860000001267,0
549,0,2658584.087890000082552,1139225.259180000051856,0
550,0,2661263.813260000199080,1140645.003479999955744,0
551,0,2661557.165659999940544,1139892.290469999890774,0
552,0,2657661.254480000119656,1138694.638090000022203,0
553,0,2657368.870959999971092,1139552.229509999975562,0
554,0,2660240.034779999870807,1139499.302429999923334,0
555,0,2657516.833329999819398,1137624.755039999959990,0
556,0,2661521.954859999939799,1140766.899320000084117,0
557,0,2658449.930470000021160,1138940.398359999991953,0
558,0,2657453.625140000134706,1138720.566869999980554,0
559,0,2660987.977520000189543,1139098.810289999935776,0
560,0,2658136.364940000232309,1137471.667120000114664,0
561,0,2658297.276020000223070,1139355.428800000110641,0
562,0,2659923.348960000090301,1139774.266370000084862,0
563,0,2658750.609550000168383,1139103.267329999944195,0
564,0,2656776.387409999966621,1139826.264889999991283,0
565,0,2660363.102179999928921,1139852.253090000012890,0
566,0,2660088.381000000052154,1139127.697609999915585,0
567,0,2656882.697420000098646,1137938.446220000041649,0
568,0,2658002.892339999787509,1139103.285189999965951,0
569,0,2658952.929399999789894,1138631.254750000080094,0
570,0,2659830.680989999789745,1139106.065769999986514,0
571,0,2658450.813709999900311,1137671.265450000064448,0
572,0,2657183.485960000194609,1138028.353270000079647,0
573,0,2660518.351809999905527,1139361.120480000041425,0
574,0,2661129.649360000155866,1140382.575320000061765,0
575,0,2659007.366349999792874,1139875.437050000065938,0
576,0,2658217.147809999994934,1139536.610980000114068,0
577,0,2658780.271980000194162,1137782.118659999920055,0
578,0,2659214.173239999916404,1138001.453190000029281,0
579,0,2662569.863040000200272,1141410.148430000059307,0
580,0,2656749.558989999815822,1139766.591699999989942,0
581,0,2658319.121780000161380,1139005.300019999966025,0
582,0,2660419.888040000107139,1139818.028080000076443,0
583,0,2656921.691089999862015,1139733.939019999932498,0
584,0,2660271.239639999810606,1140111.413620000006631,0
585,0,2658804.908669999800622,1139537.604389999993145,0
586,0,2662738.379180000163615,1141346.749259999953210,0
587,0,2660809.679920000024140,1139309.822330000111833,0
588,0,2660692.024000000208616,1139478.342739999992773,0
589,0,2657908.233920000027865,1139281.739000000059605,0
590,0,2659961.705219999887049,1138873.056030000094324,0
591,0,2659207.553330000024289,1139006.156399999978021,0
592,0,2660720.785389999859035,1138865.312080000061542,0
593,0,2662104.849349999800324,1141255.042489999905229,0
594,0,2659807.586899999994785,1139557.041119999950752,0
595,0,2660690.620680000167340,1139684.836640000110492,0
596,0,2659974.665800000075251,1138973.120360000059009,0
597,0,2661105.700629999861121,1139980.213849999941885,0
598,0,2659968.314019999932498,1138902.493040000088513,0
599,0,2658387.148680000100285,1139690.834100000094622,0
600,0,2660040.279200000222772,1139831.080800000112504,0
601,0,2657541.771929999813437,1139178.168649999890476,0
602,0,2658412.391909999772906,1138540.073450000025332,0
603,0,2657606.391640000045300,1138949.836450000060722,0
604,0,2658338.760040000081062,1139258.168989999918267,0
605,0,2657934.791780000086874,1138326.030010000104085,0
606,0,2657729.695710000116378,1138890.584359999978915,0
607,0,2658225.107350000180304,1137635.645659999921918,0
608,0,2658316.482460000086576,1139556.773419999983162,0
609,0,2660868.333480000030249,1139314.876649999991059,0
610,0,2659889.593840000219643,1138458.358620000071824,0
611,0,2659087.524970000144094,1139852.186930000083521,0
612,0,2657967.393300000112504,1137479.038459999952465,0
613,0,2660662.993110000155866,1139716.610559999942780,0
614,0,2662401.231699999887496,1141576.599570000078529,0
615,0,2658997.742599999997765,1139309.835639999946579,0
616,0,2661261.138780000153929,1139065.908749999944121,0
617,0,2657882.142450000159442,1139059.807530000107363,0
618,0,2660145.623610000126064,1138977.951510000042617,0
619,0,2660090.614320000167936,1138788.085549999959767,0
620,0,2657978.937390000093728,1139510.387020000023767,0
621,0,2661287.612790000159293,1140615.544669999973848,0
622,0,2660577.664520000107586,1139967.163549999939278,0
623,0,2657794.859050000086427,1137405.489479999989271,0
624,0,2657781.428559999912977,1139426.851670000003651,0
625,0,2661120.576869999989867,1140116.627249999903142,0
626,0,2659525.134649999905378,1138393.870919999899343,0
627,0,2657876.976850000210106,1137465.539110000012442,0
628,0,2657624.886340000201017,1139329.052709999959916,0
629,0,2658823.865720000118017,1137981.546980000101030,0
630,0,2660125.554709999822080,1138835.372410000069067,0
631,0,2657846.506719999946654,1138979.032580000115559,0
632,0,2658618.450050000101328,1139692.203939999919385,0
633,0,2659126.429150000214577,1138136.058900000061840,0
634,0,2660054.664950000122190,1139349.430489999940619,0
635,0,2656870.661460000090301,1139896.974420000100508,0
636,0,2659183.872070000041276,1139536.660880000097677,0
637,0,2658836.799660000018775,1138800.902079999912530,0
638,0,2658052.225420000031590,1139107.043250000104308,0
639,0,2657358.848199999891222,1138096.928779999958351,0
640,0,2658408.511669999919832,1139782.276739999884740,0
641,0,2660746.184200000017881,1138799.640609999885783,0
642,0,2657787.077980000060052,1138320.380290000000969,0
643,0,2658811.835479999892414,1139818.466759999981150,0
644,0,2661917.303390000015497,1140002.670050000073388,0
645,0,2658866.263650000095367,1138518.789319999981672,0
646,0,2657517.998029999900609,1138584.795769999967888,0
647,0,2660275.487889999989420,1138605.994630000088364,0
648,0,2659009.864500000141561,1138429.338650000048801,0
649,0,2660940.428270000033081,1140346.211610000114888,0
650,0,2658305.185409999918193,1139477.683070000028238,0
651,0,2657128.037039999850094,1138142.863200000021607,0
652,0,2662742.211389999836683,1141409.341969999950379,0
653,0,2657964.992769999895245,1137465.233860000036657,0
654,0,2660461.422730000223964,1138710.324449999956414,0
655,0,2658089.576020000036806,1138890.991390000097454,0
656,0,2658635.341330000199378,1137827.072759999893606,0
657,0,2658477.939999999944121,1138134.151730000041425,0
658,0,2661438.452219999860972,1140919.261879999889061,0
659,0,2657729.169480000156909,1138947.032009999966249,0
660,0,2660863.133450000081211,1139656.823850000044331,0
661,0,2658464.813209999818355,1137499.490659999893978,0
662,0,2657844.784959999844432,1139125.020299999974668,0
663,0,2658404.933199999853969,1139605.070469999918714,0
664,0,2657859.595269999932498,1138691.000250000040978,0
665,0,2658410.383479999843985,1139089.094959999900311,0
666,0,2656684.200069999787956,1140037.322209999896586,0
667,0,2659226.074889999814332,1138171.658850000007078,0
668,0,2661471.553789999801666,1140709.767860000021756,0
669,0,2657449.726650000084192,1138921.807199999922886,0
670,0,2660795.277619999833405,1139894.663269999902695,0
671,0,2658489.224669999908656,1139503.614920000080019,0
672,0,2657945.902089999988675,1137680.182819999987260,0
673,0,2658267.375669999979436,1138679.929299999959767,0
674,0,2659061.307620000094175,1138839.870120000094175,0
675,0,2657949.792799999937415,1138278.336210000095889,0
676,0,2659498.117420000024140,1138229.670470000011846,0
677,0,2659337.342050000093877,1139890.149979999987409,0
678,0,2660222.985230000223964,1139985.308339999988675,0
679,0,2660019.084269999992102,1140190.414009999949485,0
680,0,2657729.890769999939948,1137773.472420000005513,0
681,0,2657082.215199999976903,1139586.057659999933094,0
682,0,2658579.671750000212342,1139658.057030000025406,0
683,0,2661544.534940000157803,1140837.762949999887496,0
684,0,2658452.309580000117421,1139470.116540000075474,0
685,0,2660454.572459999937564,1138954.103739999933168,0
686,0,2661548.431330000050366,1140787.095569999888539,0
687,0,2660991.836519999895245,1139709.481919999932870,0
688,0,2660289.768459999933839,1138680.721949999919161,0
689,0,2657783.592780000064522,1139368.337469999911264,0
690,0,2657197.482179999817163,1138158.291350000072271,0
691,0,2657814.528440000023693,1137895.810439999913797,0
692,0,2661143.841589999850839,1140614.036039999919012,0
693,0,2657742.213889999780804,1138842.531279999995604,0
694,0,2660067.057719999924302,1138837.140880000079051,0
695,0,2661558.529889999888837,1140875.150669999886304,0
696,0,2656779.363129999954253,1139237.002829999895766,0
697,0,2659353.699430000036955,1138589.326510000042617,0
698,0,2657778.875719999894500,1139047.494279999984428,0
699,0,2658873.992260000202805,1137882.886450000107288,0
700,0,2658369.092279999982566,1138839.865359999937937,0
701,0,2661501.964829999953508,1140363.360640000086278,0
702,0,2660032.071649999823421,1138510.387660000007600,0
703,0,2658800.610749999992549,1138869.205769999884069,0
704,0,2661193.506149999797344,1139442.431689999997616,0
705,0,2659320.571030000224710,1138314.798909999895841,0
706,0,2656719.776500000152737,1139790.792170000029728,0
707,0,2658710.356670000124723,1138487.175349999917671,0
708,0,2658225.025419999845326,1137728.952250000089407,0
709,0,2660425.361109999939799,1140059.047199999913573,0
710,0,2656600.843259999994189,1139931.238210000097752,0
711,0,2660475.137540000025183,1138926.265480000060052,0
712,0,2660805.959379999898374,1139903.251149999909103,0
713,0,2657681.270210000220686,1138311.624310000101104,0
714,0,2660487.353370000142604,1139034.429620000068098,0
715,0,2662558.775030000135303,1141715.875059999991208,0
716,0,2659508.075170000083745,1139282.979190000100061,0
717,0,2660169.716709999833256,1138817.722809999948367,0
718,0,2658956.599030000157654,1139829.564770000055432,0
719,0,2660106.758200000040233,1140187.478839999996126,0
720,0,2658272.425420000217855,1137807.430230000056326,0
721,0,2657978.995029999874532,1139352.481739999959245,0
722,0,2657600.175629999954253,1138709.182819999987260,0
723,0,2661646.521329999901354,1139910.964510000078008,0
724,0,2657795.184129999950528,1139225.822249999968335,0
725,0,2659054.143649999983609,1139953.958319999976084,0
726,0,2662372.154740000143647,1141092.569499999983236,0
727,0,2658670.448309999890625,1139314.109759999904782,0
728,0,2657984.997880000155419,1137640.223160000052303,0
729,0,2659096.908199999947101,1138629.893559999996796,0
730,0,2662633.942489999812096,1141526.786779999965802,0
731,0,2657403.301880000159144,1138310.154009999940172,0
732,0,2661858.450360000133514,1140898.116829999955371,0
733,0,2658346.641290000174195,1138985.813349999953061,0
734,0,2659913.862829999998212,1139661.345590000040829,0
735,0,2660197.439329999964684,1138775.976070000091568,0
736,0,2659295.257459999993443,1138616.327589999884367,0
737,0,2662279.212859999854118,1141503.176059999968857,0
738,0,2658484.279819999821484,1139661.179509999928996,0
739,0,2658806.789439999964088,1139830.681790000060573,0
740,0,2658852.227649999782443,1138444.931869999971241,0
741,0,2662550.324459999799728,1141070.289739999920130,0
742,0,2661675.877199999988079,1139888.504080000100657,0
743,0,2658293.304370000027120,1138063.866099999984726,0
744,0,2661650.896060000173748,1139870.502820000052452,0
745,0,2656774.873440000228584,1139564.984729999909177,0
746,0,2658912.651109999977052,1139883.396329999901354,0
747,0,2659650.475750000216067,1139860.359510000096634,0
748,0,2658468.178789999801666,1137912.440690000075847,0
749,0,2658939.978310000151396,1138017.202270000008866,0
750,0,2658732.069379999767989,1138071.503650000086054,0
751,0,2660904.933910000137985,1139140.993740000063553,0
752,0,2661549.563540000002831,1140033.499240000033751,0
753,0,2657957.823040000163019,1137898.667020000051707,0
754,0,2658178.602119999937713,1137516.933560000034049,0
755,0,2658953.611299999989569,1139687.583289999980479,0
756,0,2659699.497140000108629,1140011.661439999938011,0
757,0,2661445.736320000141859,1139824.046430000104010,0
758,0,2657758.665630000177771,1139341.604509999975562,0
759,0,2658255.574940000195056,1137694.089619999984279,0
760,0,2657304.204009999986738,1139435.629470000043511,0
761,0,2660415.866119999904186,1140301.774519999977201,0
762,0,2659742.169240000192076,1138628.111349999904633,0
763,0,2662043.650820000097156,1140928.538709999993443,0
764,0,2659608.595300000160933,1139216.643870000028983,0
765,0,2656490.219949999824166,1139981.811770000029355,0
766,0,2658066.517349999863654,1139218.713930000085384,0
767,0,2658867.800989999901503,1138155.843050000024959,0
768,0,2659372.105200000107288,1138904.604589999886230,0
769,0,2658612.688149999827147,1138967.687279999954626,0
770,0,2658619.563970000017434,1138940.163970000110567,0
771,0,2661264.311559999827296,1140037.135410000104457,0
772,0,2662340.126509999856353,1141446.046859999885783,0
773,0,2658590.863460000138730,1138489.586899999994785,0
774,0,2658973.717190000228584,1138749.491119999904186,0
775,0,2658500.441560000181198,1137503.505099999951199,0
776,0,2660259.284899999853224,1139627.382260000100359,0
777,0,2661964.250769999809563,1140247.261690000072122,0
778,0,2658676.089509999845177,1139803.510920000029728,0
779,0,2659707.272820000071079,1139989.997770000016317,0
780,0,2661133.477309999987483,1139474.590180000057444,0
781,0,2659190.939869999885559,1139213.528690000064671,0
782,0,2661032.375450000166893,1139169.084400000050664,0
783,0,2661161.908890000078827,1139009.559700000099838,0
784,0,2660370.316759999841452,1140234.931009999942034,0
785,0,2658449.690729999914765,1138065.409870000090450,0
786,0,2660834.402960000094026,1140594.609309999970719,0
787,0,2657514.194000000134110,1138710.167450000066310,0
788,0,2657199.857960000168532,1138268.745919999899343,0
789,0,2660962.080279999878258,1139229.443250000011176,0
790,0,2660452.599500000011176,1140379.587000000057742,0
791,0,2661608.406469999812543,1140364.206990000093356,0
792,0,2658523.076530000194907,1137585.187699999893084,0
793,0,2658959.060430000070482,1138169.917840000009164,0
794,0,2660865.110340000130236,1138715.701150000095367,0
795,0,2657570.545870000030845,1138935.314950000029057,0
796,0,2659700.131219999864697,1139890.928599999984726,0
797,0,2660764.231209999881685,1139126.258529999991879,0
798,0,2658288.314139999914914,1137960.896089999936521,0
799,0,2658243.580169999971986,1139006.593660000013188,0
800,0,2657842.475930000189692,1138990.811860000016168,0
801,0,2660903.830570000223815,1139958.206639999989420,0
802,0,2659870.869649999774992,1138666.315440000034869,0
803,0,2658742.366679999977350,1138885.684320000000298,0
804,0,2658515.380630000028759,1138319.990260000107810,0
805,0,2659828.888600000180304,1139389.757620000047609,0
806,0,2661723.720160000026226,1140655.625119999982417,0
807,0,2660333.214329999871552,1139400.045450000092387,0
808,0,2659585.512469999957830,1138171.135580000001937,0
809,0,2658097.371179999783635,1138518.201369999907911,0
810,0,2657337.393860000185668,1137375.964780000038445,0
811,0,2659453.548429999966174,1138640.968949999893084,0
812,0,2662488.324089999776334,1141574.068660000106320,0
813,0,2660344.663780000060797,1140142.653910000110045,0
814,0,2659371.281090000178665,1139037.476370000047609,0
815,0,2659863.416339999996126,1139107.924910000059754,0
816,0,2661328.512769999913871,1140752.547060000011697,0
817,0,2657202.618009999860078,1139602.737359999911860,0
818,0,2656978.123649999964982,1137741.391980000073090,0
819,0,2658910.206170000135899,1138881.741900000022724,0
820,0,2657705.445799999870360,1139251.300449999980628,0
821,0,2660571.093710000161082,1140193.926939999917522,0
822,0,2660560.860809999983758,1139953.242289999965578,0
823,0,2659114.932459999807179,1139929.905169999925420,0
824,0,2660868.567809999920428,1138816.249760000035167,0
825,0,2658615.596849999856204,1138788.672999999951571,0
826,0,2662541.016369999852031,1140968.525159999961033,0
827,0,2657913.213820000179112,1137480.238899999996647,0
828,0,2662543.980889999773353,1141046.186930000083521,0
829,0,2658896.887079999782145,1139764.137379999971017,0
830,0,2662740.093789999838918,1141331.628539999946952,0
831,0,2657454.345830000005662,1139379.229039999889210,0
832,0,2661212.920169999822974,1140136.064520000014454,0
833,0,2658629.026449999772012,1138819.710149999940768,0
834,0,2658338.164570000022650,1137400.472670000046492,0
835,0,2657688.388520000036806,1139015.665789999999106,0
836,0,2660995.790159999858588,1140434.901599999982864,0
837,0,2657249.274540000129491,1137825.503040000097826,0
838,0,2660920.455209999810904,1139823.727799999993294,0
839,0,2659574.334069999866188,1138198.772859999909997,0
840,0,2658064.172600000165403,1138581.585579999955371,0
841,0,2659436.629840000066906,1138625.104300000006333,0
842,0,2659242.270810000132769,1138750.643179999897256,0
843,0,2658739.618950000032783,1139060.902070000069216,0
844,0,2661405.557149999774992,1139248.980720000108704,0
845,0,2660539.832899999804795,1140227.544650000054389,0
846,0,2660913.697769999969751,1139858.133810000028461,0
847,0,2660606.890389999840409,1140139.644159999908879,0
848,0,2661655.017769999802113,1139978.471840000012890,0
849,0,2660651.068549999967217,1139324.271939999889582,0
850,0,2659444.193979999981821,1139519.272369999904186,0
851,0,2658782.312069999985397,1139207.891569999977946,0
852,0,2661003.098540000151843,1140612.181439999956638,0
853,0,2661381.604580000042915,1140035.098590000066906,0
854,0,2659983.054010000079870,1138501.420279999962077,0
855,0,2658276.108169999904931,1138690.615840000100434,0
856,0,2660329.352349999826401,1139790.894899999955669,0
857,0,2659075.426169999875128,1138153.044569999910891,0
858,0,2658950.434289999771863,1139237.328079999890178,0
859,0,2657670.926059999968857,1137796.636990000028163,0
860,0,2661797.155619999859482,1141045.720879999920726,0
861,0,2660832.179750000126660,1138879.910679999971762,0
862,0,2661816.740480000153184,1140990.293910000007600,0
863,0,2659465.529029999859631,1138228.867820000043139,0
864,0,2656850.891960000153631,1139875.716770000057295,0
865,0,2658787.481709999963641,1138127.850869999965653,0
866,0,2657081.603099999949336,1139297.319619999965653,0
867,0,2660147.037700000219047,1139805.196569999912754,0
868,0,2656294.816920000128448,1139873.556490000104532,0
869,0,2657443.831790000200272,1139294.634950000094250,0
870,0,2660254.578699999954551,1140307.186220000032336,0
871,0,2658419.147919999901205,1138126.334909999975935,0
872,0,2662128.060680000111461,1141450.424580000108108,0
873,0,2657131.313930000178516,1138329.666320000076666,0
874,0,2658496.120720000006258,1139743.395620000082999,0
875,0,2657832.597080000210553,1138715.195190000114962,0
876,0,2658487.900669999886304,1139794.013259999919683,0
877,0,2658788.207440000027418,1138150.316240000072867,0
878,0,2661275.798709999769926,1139161.184919999912381,0
879,0,2659116.047329999972135,1138130.757449999917299,0
880,0,2661482.753060000017285,1140819.928169999970123,0
881,0,2661043.083519999869168,1140438.105089999968186,0
882,0,2660564.418949999846518,1139087.845350000075996,0
883,0,2657286.880109999794513,1137332.331779999891296,0
884,0,2661513.281630000099540,1140725.095849999925122,0
885,0,2658697.973799999803305,1138400.577060000039637,0
886,0,2659018.962299999780953,1138579.821629999903962,0
887,0,2660120.420969999860972,1139500.568440000060946,0
888,0,2660515.526060000061989,1139731.256289999932051,0
889,0,2660803.072370000183582,1139151.285919999936596,0
890,0,2656698.481339999940246,1139841.535069999983534,0
891,0,2660643.338489999994636,1139744.203410000074655,0
892,0,2659142.258890000171959,1139347.071239999961108,0
893,0,2656890.826290000230074,1137997.216229999903589,0
894,0,2659888.502590000163764,1139335.310160000110045,0
895,0,2661946.535670000128448,1140758.048230000073090,0
896,0,2657426.502069999929518,1139238.650320000015199,0
897,0,2657902.070739999879152,1137774.003749999916181,0
898,0,2659003.628670000005513,1138937.828680000035092,0
899,0,2659469.219949999824166,1139410.287629999918863,0
900,0,2658701.507019999902695,1139288.416419999906793,0
901,0,2659686.575209999922663,1138466.263710000086576,0
902,0,2656617.018240000121295,1139228.519490000093356,0
903,0,2662015.915289999917150,1141409.532640000106767,0
904,0,2658255.808960000053048,1139113.588260000105947,0
905,0,2657788.895310000050813,1139297.642920000012964,0
906,0,2658441.791259999852628,1137416.428569999989122,0
907,0,2659605.206499999854714,1138890.255399999907240,0
908,0,2659154.046229999978095,1139963.578170000109822,0
909,0,2658787.395560000091791,1138098.796450000023469,0
910,0,2660016.015540000051260,1139671.516270000021905,0
911,0,2657323.970499999821186,1139206.956639999989420,0
912,0,2660382.368950000032783,1138739.504320000065491,0
913,0,2657442.138840000145137,1138917.339519999921322,0
914,0,2657790.276180000044405,1137868.867490000091493,0
915,0,2661237.180920000188053,1139659.639429999981076,0
916,0,2660958.810380000155419,1140219.661989999935031,0
917,0,2658076.169329999946058,1139145.235880000051111,0
918,0,2657437.567760000005364,1137441.540740000084043,0
919,0,2657920.359279999975115,1138389.242319999961182,0
920,0,2661279.554779999889433,1140707.091119999997318,0
921,0,2660008.688320000190288,1140004.245259999996051,0
922,0,2656746.953999999910593,1139103.634769999887794,0
923,0,2659652.935360000003129,1138990.052880000090227,0
924,0,2661622.143989999778569,1140854.655710000079125,0
925,0,2659426.470879999920726,1138304.032949999906123,0
926,0,2659917.753270000219345,1138542.493079999927431,0
927,0,2659621.598149999976158,1139263.104340000078082,0
928,0,2660109.081120000220835,1139829.130780000006780,0
929,0,2660092.383479999843985,1139034.487449999898672,0
930,0,2657929.705180000048131,1139060.452599999960512,0
931,0,2658547.783520000055432,1137443.625380000099540,0
932,0,2658321.481850000098348,1139658.778799999970943,0
933,0,2658709.880630000028759,1138626.930560000007972,0
934,0,2659727.295529999770224,1139979.002559999935329,0
935,0,2658830.308910000137985,1138031.135490000015125,0
936,0,2657598.616729999892414,1139000.149840000085533,0
937,0,2657284.947290000040084,1139632.499319999944419,0
938,0,2659350.940669999923557,1139498.757340000011027,0
939,0,2657711.881409999914467,1137381.668439999921247,0
940,0,2659311.959590000100434,1138690.958120000082999,0
941,0,2661409.528039999771863,1139282.183500000042841,0
942,0,2658410.822939999867231,1138421.252309999894351,0
943,0,2660976.094990000128746,1139883.017999999923632,0
944,0,2658612.737240000162274,1138013.951889999909326,0
945,0,2661555.671500000171363,1140953.225959999952465,0
946,0,2658735.144119999837130,1138449.524900000076741,0
947,0,2659098.290209999773651,1138263.041029999963939,0
948,0,2661261.440460000187159,1139832.679539999924600,0
949,0,2658466.475550000090152,1138306.421330000041053,0
950,0,2660765.082899999804795,1139230.335399999981746,0
951,0,2657161.605130000039935,1139443.938379999948665,0
952,0,2659846.856720000039786,1139427.036030000075698,0
953,0,2659026.911330000031739,1138406.536739999894053,0
954,0,2658679.107150000054389,1137725.769880000036210,0
955,0,2662254.100999999791384,1141412.989160000113770,0
956,0,2657850.730620000045747,1138560.573890000116080,0
957,0,2660384.129809999838471,1139422.459830000065267,0
958,0,2660414.470579999964684,1140211.278590000001714,0
959,0,2659546.033019999973476,1139174.370619999943301,0
960,0,2656894.082260000053793,1139713.084610000019893,0
961,0,2658789.705020000226796,1138537.378179999999702,0
962,0,2659505.016079999972135,1138853.196149999974295,0
963,0,2659131.220249999780208,1139563.123050000052899,0
964,0,2660015.852849999908358,1140246.664630000013858,0
965,0,2657219.295500000007451,1138381.682550000026822,0
966,0,2659393.548409999813884,1139892.743530000094324,0
967,0,2659346.289220000151545,1139148.485159999923781,0
968,0,2656864.177070000208914,1138021.048549999948591,0
969,0,2657937.721359999850392,1139177.653480000095442,0
970,0,2660254.636169999837875,1139452.897240000078455,0
971,0,2660838.541290000081062,1139376.415469999890774,0
972,0,2659990.827740000095218,1139817.584680000087246,0
973,0,2658246.761770000215620,1139530.007530000060797,0
974,0,2660870.349969999864697,1139569.042050000047311,0
975,0,2661644.775960000231862,1141207.665000000037253,0
976,0,2658387.580949999857694,1138494.638650000095367,0
977,0,2658005.624689999967813,1138477.338780000107363,0
978,0,2658223.744400000199676,1137441.989280000096187,0
979,0,2661040.252129999920726,1140189.174189999932423,0
980,0,2659523.881359999999404,1139339.502850000048056,0
981,0,2659071.770430000033230,1138361.532709999941289,0
982,0,2658075.554430000018328,1139209.348549999995157,0
983,0,2657442.539179999846965,1139354.728039999958128,0
984,0,2662558.023440000135452,1141490.154779999982566,0
985,0,2661560.931210000067949,1140133.911719999974594,0
986,0,2657205.648370000068098,1137572.568369999993593,0
987,0,2659550.181309999898076,1138565.921689999988303,0
988,0,2657950.874139999970794,1138563.426579999970272,0
989,0,2656803.061000000219792,1140037.478379999985918,0
990,0,2660685.938810000196099,1139712.240489999996498,0
991,0,2657782.270539999939501,1138121.504040000028908,0
992,0,2656546.984680000226945,1139737.000250000040978,0
993,0,2661195.353310000151396,1139482.656160000013188,0
994,0,2658835.476379999890924,1138002.095519999973476,0
995,0,2662527.686209999956191,1141442.462890000082552,0
996,0,2659267.647890000138432,1138560.132969999918714,0
997,0,2658361.232809999957681,1137877.086720000021160,0
998,0,2660235.012999999802560,1139487.842560000019148,0
999,0,2661063.535399999935180,1138933.846099999966100,0
1000,0,2659538.259860000107437,1139537.387730000074953,0
1001,0,2659022.298460000194609,1138452.425090000033379,0
1002,0,2659570.581389999948442,1139556.316959999967366,0
1003,0,2659408.473420000169426,1139662.891259999945760,0
1004,0,2657809.014390000142157,1138609.818500000052154,0
1005,0,2662526.781030000187457,1141366.606309999944642,0
1006,0,2659550.605479999911040,1138454.836799999931827,0
1007,0,2658664.648759999778122,1138621.549769999925047,0
1008,0,2661084.019510000012815,1140512.492499999934807,0
1009,0,2658472.204930000007153,1138161.904039999935776,0
1010,0,2661071.399329999927431,1140122.236150000011548,0
1011,0,2660559.182469999883324,1139576.454699999885634,0
1012,0,2660206.526279999874532,1138840.558909999905154,0
1013,0,2659466.920229999814183,1139268.482520000077784,0
1014,0,2657397.867599999997765,1138690.621359999990091,0
1015,0,2658424.792979999911040,1137735.058720000088215,0
1016,0,2662052.834890000056475,1141323.488390000071377,0
1017,0,2658883.430079999845475,1138938.323950000107288,0
1018,0,2657930.510950000025332,1139402.511459999950603,0
1019,0,2660829.056630000006407,1140676.918929999927059,0
1020,0,2658154.942739999853075,1139524.990489999996498,0
1021,0,2659719.613969999831170,1139449.524699999950826,0
1022,0,2661643.772119999863207,1140864.169079999905080,0
